StoryId,Year,Month,Period,Views Total,Views Member,Views Non-Member,Reads Total,Reads Member,Reads Non-Member,,,
3c8cd4c2b821,2023,6,2023-06,17,0,17,5,0,5,,,
3fb649e1e310,2023,6,2023-06,336,8,328,169,7,162,,,
3fd1911b2b9e,2023,6,2023-06,55,1,54,38,1,37,,,
41985659b96e,2023,6,2023-06,118,4,114,45,3,42,,,
44c265a04fd1,2023,6,2023-06,2,0,2,1,0,1,,,
45d5f933df3d,2023,6,2023-06,4,1,3,2,0,2,,,
4758ad631fb4,2023,6,2023-06,72,9,63,42,6,36,,,
485f7e9ca45b,2023,6,2023-06,0,0,0,0,0,0,,,
488eb7b8491a,2023,6,2023-06,18,3,15,13,3,10,,,
48de733292b4,2023,6,2023-06,95,4,91,56,3,53,,,
4acf361e5b32,2023,6,2023-06,109,0,109,49,0,49,,,
4c5865c11ac7,2023,6,2023-06,160,11,149,86,7,79,,,
4cc3fd5064f0,2023,6,2023-06,722,25,697,493,19,474,,,
4ce160106ee4,2023,6,2023-06,8,5,3,5,2,3,,,
4d12cd266da5,2023,6,2023-06,133,8,125,77,7,70,,,
4d1cb32385fb,2023,6,2023-06,1,0,1,0,0,0,,,
4d4d97afba83,2023,6,2023-06,158,17,141,104,12,92,,,
4d64bd75d78d,2023,6,2023-06,15,2,13,7,0,7,,,
4df3b89bec85,2023,6,2023-06,185,14,171,102,10,92,,,
4e8ba5a61e10,2023,6,2023-06,42,2,40,30,2,28,,,
4f790504ae2e,2023,6,2023-06,75,30,45,40,19,21,,,
512c9a72b8f7,2023,6,2023-06,22,6,16,10,3,7,,,
5328a98e029e,2023,6,2023-06,412,2,410,244,1,243,,,
564bc425c1db,2023,6,2023-06,1,0,1,0,0,0,,,
593cf3eb62b6,2023,6,2023-06,14,0,14,11,0,11,,,
597a6f6f7764,2023,6,2023-06,60,1,59,28,1,27,,,
59a7b21f1a95,2023,6,2023-06,0,0,0,0,0,0,,,
5a266ee948a9,2023,6,2023-06,11,1,10,5,1,4,,,
5a668c9e943e,2023,6,2023-06,17,1,16,5,0,5,,,
5b2950cb5211,2023,6,2023-06,17,4,13,10,3,7,,,
5d5cbb041757,2023,6,2023-06,65,35,30,21,16,5,,,
5eabb018f961,2023,6,2023-06,59,5,54,13,4,9,,,
60fe1073a461,2023,6,2023-06,5,0,5,3,0,3,,,
638b391df4f1,2023,6,2023-06,455,59,396,271,39,232,,,
653592468c46,2023,6,2023-06,17,1,16,10,0,10,,,
6625670592a6,2023,6,2023-06,225,2,223,139,2,137,,,
67814092216c,2023,6,2023-06,22,191,-169,13,136,-123,,,
68174696a4d1,2023,6,2023-06,106,6,100,37,2,35,,,
6d5e95b71703,2023,6,2023-06,71,4,67,29,1,28,,,
71c982b4ec2c,2023,6,2023-06,654,41,613,275,19,256,,,
72f8c124166b,2023,6,2023-06,9,1,8,6,1,5,,,
7437ff491837,2023,6,2023-06,2,0,2,1,0,1,,,
7455cd03a97c,2023,6,2023-06,14,3,11,6,1,5,,,
7af624109539,2023,6,2023-06,132,5,127,81,3,78,,,
7fdc1bdc6afd,2023,6,2023-06,184,47,137,96,27,69,,,
811dac3b97d3,2023,6,2023-06,183,29,154,65,10,55,,,
827fc83aec7d,2023,6,2023-06,20,5,15,10,2,8,,,
82c5ffc6a8ac,2023,6,2023-06,36,10,26,21,3,18,,,
84177cc2cafd,2023,6,2023-06,95,2,93,54,1,53,,,
89b41e58b206,2023,6,2023-06,1,0,1,1,0,1,,,
8b094203a306,2023,6,2023-06,7,0,7,4,0,4,,,
8feb51af9be8,2023,6,2023-06,296,5,291,196,4,192,,,
9154e26fc5ff,2023,6,2023-06,85,25,60,43,14,29,,,
9528b83b4488,2023,6,2023-06,12,2,10,5,0,5,,,
96d268e1365d,2023,6,2023-06,10,2,8,3,0,3,,,
98a54145d3e7,2023,6,2023-06,139,15,124,71,9,62,,,
99338fc933cc,2023,6,2023-06,26,0,26,10,0,10,,,
9eca662f8f47,2023,6,2023-06,3,0,3,1,0,1,,,
a6a7208fd3f4,2023,6,2023-06,240,5,235,100,2,98,,,
ae9b7dc84b5b,2023,6,2023-06,107,46,61,52,26,26,,,
aeddc24c1190,2023,6,2023-06,62,15,47,36,9,27,,,
b2f6e47b81cb,2023,6,2023-06,62,30,32,23,11,12,,,
b3e5b6d9743c,2023,6,2023-06,2,1,1,0,0,0,,,
b45b29af5af0,2023,6,2023-06,115,53,62,60,35,25,,,
b592fd3fc0e1,2023,6,2023-06,18,3,15,10,1,9,,,
b5df25113838,2023,6,2023-06,0,0,0,0,0,0,,,
b7e0c83667c9,2023,6,2023-06,1100,149,951,544,78,466,,,
b8507d45eef1,2023,6,2023-06,6,1,5,1,0,1,,,
b8fc7f696ae9,2023,6,2023-06,69,5,64,38,2,36,,,
ba90b894633f,2023,6,2023-06,437,55,382,255,37,218,,,
bbb5afc30c79,2023,6,2023-06,2,0,2,1,0,1,,,
bc1a17c1248f,2023,6,2023-06,415,14,401,255,12,243,,,
bc1ea6ca3c6a,2023,6,2023-06,6,0,6,4,0,4,,,
bc59d841db87,2023,6,2023-06,0,0,0,0,0,0,,,
bfaf81efc107,2023,6,2023-06,414,7,407,273,3,270,,,
c11dcc80c37f,2023,6,2023-06,7,1,6,2,0,2,,,
c554bd8a6a19,2023,6,2023-06,17,2,15,9,1,8,,,
c6a12cbaa038,2023,6,2023-06,175,45,130,63,22,41,,,
c969f9a26374,2023,6,2023-06,1,1,0,0,0,0,,,
ca00f0c75af7,2023,6,2023-06,8,0,8,3,0,3,,,
cb8d227aa93a,2023,6,2023-06,0,0,0,0,0,0,,,
ce1dd3176598,2023,6,2023-06,30,12,18,14,8,6,,,
cfa6bed16d44,2023,6,2023-06,130,13,117,72,7,65,,,
d065c48d9192,2023,6,2023-06,6,4,2,2,1,1,,,
d0e44029e9c5,2023,6,2023-06,20,0,20,8,0,8,,,
d15dc615586f,2023,6,2023-06,67,4,63,39,3,36,,,
d31016e176c7,2023,6,2023-06,25,12,13,14,7,7,,,
d51fefd9b267,2023,6,2023-06,97,66,31,56,41,15,,,
d61614458017,2023,6,2023-06,78,3,75,36,2,34,,,
dc4ef42135c2,2023,6,2023-06,42,12,30,19,5,14,,,
dd8352c4189f,2023,6,2023-06,23,2,21,14,0,14,,,
de661fb0ea88,2023,6,2023-06,709,89,620,334,44,290,,,
e0d9e883a559,2023,6,2023-06,198,12,186,96,7,89,,,
e14b05bdfa9d,2023,6,2023-06,18,1,17,10,1,9,,,
e39ca822908a,2023,6,2023-06,198,12,186,128,9,119,,,
e4fa684393ed,2023,6,2023-06,81,24,57,46,13,33,,,
e586463abfb5,2023,6,2023-06,58,33,25,32,24,8,,,
e9a8b6a06ea2,2023,6,2023-06,36,11,25,19,8,11,,,
ea420e1b49f7,2023,6,2023-06,16,11,5,9,7,2,,,
ee9197913392,2023,6,2023-06,1,1,0,0,0,0,,,
ef764add4c0e,2023,6,2023-06,9,7,2,3,2,1,,,
f1a69146228b,2023,6,2023-06,2,0,2,0,0,0,,,
f34bc60aec7c,2023,6,2023-06,226,66,160,103,39,64,,,
f4f23685f887,2023,6,2023-06,110,54,56,66,34,32,,,
f541efadcdae,2023,6,2023-06,7,0,7,5,0,5,,,
f6d4859a6d6d,2023,6,2023-06,7,0,7,4,0,4,,,
ff717dccbba9,2023,6,2023-06,187,79,108,108,51,57,,,
ffddb853467b,2023,6,2023-06,12,7,5,4,3,1,,,
1098430b01a7,2023,7,2023-07,7,1,6,3,0,3,,,
1120ee3cdccd,2023,7,2023-07,17,4,13,7,2,5,,,
16ec32e15f7b,2023,7,2023-07,117,40,77,39,11,28,,,
17816a2fa9fc,2023,7,2023-07,39,0,39,15,0,15,,,
1796c062cddf,2023,7,2023-07,180,10,170,126,3,123,,,
18279b279ea5,2023,7,2023-07,23,8,15,14,5,9,,,
18722f19f60a,2023,7,2023-07,400,12,388,215,7,208,,,
1b21e4cc6cc2,2023,7,2023-07,9,1,8,6,0,6,,,
1be2864c1afa,2023,7,2023-07,21,11,10,3,1,2,,,
1c04c1b548f7,2023,7,2023-07,9,4,5,4,1,3,,,
1cbfeb653d25,2023,7,2023-07,24,4,20,9,2,7,,,
1d2173dd33e7,2023,7,2023-07,151,8,143,84,3,81,,,
1f9ed1b316f0,2023,7,2023-07,1100,11,1089,799,5,794,,,
1ff94afe7081,2023,7,2023-07,47,4,43,24,2,22,,,
207f804069e3,2023,7,2023-07,15,1,14,3,0,3,,,
20cad3195595,2023,7,2023-07,64,1,63,39,0,39,,,
23223b1cd512,2023,7,2023-07,1,0,1,0,0,0,,,
2847e90cf9ef,2023,7,2023-07,67,23,44,22,8,14,,,
2906ebd9e17f,2023,7,2023-07,16,7,9,6,3,3,,,
347b3a32d5f2,2023,7,2023-07,8,1,7,1,0,1,,,
35b707dc4a33,2023,7,2023-07,19,3,16,8,2,6,,,
361020d400c3,2023,7,2023-07,29,2,27,18,1,17,,,
368b599ad751,2023,7,2023-07,206,44,162,99,24,75,,,
38bf549fd838,2023,7,2023-07,56,8,48,33,7,26,,,
3a6107f7b24d,2023,7,2023-07,38,7,31,21,3,18,,,
3c581b8f833d,2023,7,2023-07,1,1,0,0,0,0,,,
3c8cd4c2b821,2023,7,2023-07,11,1,10,9,1,8,,,
3d1e4975fe13,2023,7,2023-07,16,9,7,5,2,3,,,
3fb649e1e310,2023,7,2023-07,322,13,309,102,6,96,,,
3fd1911b2b9e,2023,7,2023-07,72,1,71,38,0,38,,,
41985659b96e,2023,7,2023-07,174,2,172,79,0,79,,,
44c265a04fd1,2023,7,2023-07,3,0,3,2,0,2,,,
45d5f933df3d,2023,7,2023-07,20,0,20,10,0,10,,,
4758ad631fb4,2023,7,2023-07,130,8,122,86,2,84,,,
4816aa95d0f1,2023,7,2023-07,82,44,38,36,19,17,,,
485f7e9ca45b,2023,7,2023-07,0,0,0,0,0,0,,,
488eb7b8491a,2023,7,2023-07,13,6,7,7,5,2,,,
48de733292b4,2023,7,2023-07,120,3,117,67,3,64,,,
4acf361e5b32,2023,7,2023-07,225,5,220,102,2,100,,,
4c5865c11ac7,2023,7,2023-07,125,6,119,62,2,60,,,
4cc3fd5064f0,2023,7,2023-07,786,26,760,549,13,536,,,
4ce160106ee4,2023,7,2023-07,8,0,8,5,0,5,,,
4d12cd266da5,2023,7,2023-07,145,9,136,79,4,75,,,
4d1cb32385fb,2023,7,2023-07,92,18,74,55,9,46,,,
4d4d97afba83,2023,7,2023-07,240,6,234,140,3,137,,,
4d64bd75d78d,2023,7,2023-07,3,1,2,1,1,0,,,
4df3b89bec85,2023,7,2023-07,272,21,251,124,14,110,,,
4e8ba5a61e10,2023,7,2023-07,35,4,31,19,3,16,,,
4f790504ae2e,2023,7,2023-07,788,264,524,418,171,247,,,
512c9a72b8f7,2023,7,2023-07,7,2,5,3,1,2,,,
5328a98e029e,2023,7,2023-07,437,7,430,254,3,251,,,
564bc425c1db,2023,7,2023-07,1,0,1,0,0,0,,,
593cf3eb62b6,2023,7,2023-07,18,0,18,10,0,10,,,
597a6f6f7764,2023,7,2023-07,72,6,66,31,3,28,,,
59a7b21f1a95,2023,7,2023-07,3,1,2,1,0,1,,,
5a266ee948a9,2023,7,2023-07,22,1,21,8,0,8,,,
5a668c9e943e,2023,7,2023-07,27,2,25,10,0,10,,,
5b2950cb5211,2023,7,2023-07,17,6,11,7,4,3,,,
5d5cbb041757,2023,7,2023-07,27,13,14,7,4,3,,,
5dfaba36528c,2023,7,2023-07,324,73,251,163,42,121,,,
5eabb018f961,2023,7,2023-07,62,0,62,24,0,24,,,
60fe1073a461,2023,7,2023-07,13,6,7,8,4,4,,,
62ed1bb740e3,2023,7,2023-07,27,19,8,14,9,5,,,
638b391df4f1,2023,7,2023-07,301,19,282,176,12,164,,,
642930d5a512,2023,7,2023-07,53,31,22,34,22,12,,,
653592468c46,2023,7,2023-07,329,78,251,176,39,137,,,
659b3b0ad254,2023,7,2023-07,45,11,34,24,9,15,,,
6625670592a6,2023,7,2023-07,223,3,220,134,1,133,,,
67814092216c,2023,7,2023-07,997,113,884,452,76,376,,,
68174696a4d1,2023,7,2023-07,58,2,56,12,1,11,,,
69ab1859a0e2,2023,7,2023-07,63,29,34,27,11,16,,,
6aa370e692b6,2023,7,2023-07,88,44,44,24,14,10,,,
6d5e95b71703,2023,7,2023-07,121,5,116,72,4,68,,,
6d9dc7825ee4,2023,7,2023-07,62,491,-429,29,329,-300,,,
71c982b4ec2c,2023,7,2023-07,162,37,125,57,17,40,,,
7281312b9137,2023,7,2023-07,626,55,571,288,27,261,,,
72f8c124166b,2023,7,2023-07,35,10,25,14,5,9,,,
7437ff491837,2023,7,2023-07,0,0,0,0,0,0,,,
7455cd03a97c,2023,7,2023-07,10,1,9,3,0,3,,,
7af624109539,2023,7,2023-07,113,3,110,61,3,58,,,
7fdc1bdc6afd,2023,7,2023-07,171,60,111,85,33,52,,,
811dac3b97d3,2023,7,2023-07,267,77,190,99,34,65,,,
827fc83aec7d,2023,7,2023-07,18,4,14,7,1,6,,,
82c5ffc6a8ac,2023,7,2023-07,61,5,56,37,2,35,,,
84177cc2cafd,2023,7,2023-07,125,5,120,64,1,63,,,
89b41e58b206,2023,7,2023-07,4,0,4,1,0,1,,,
8b094203a306,2023,7,2023-07,12,1,11,7,1,6,,,
8feb51af9be8,2023,7,2023-07,312,3,309,192,3,189,,,
9154e26fc5ff,2023,7,2023-07,134,24,110,79,15,64,,,
9528b83b4488,2023,7,2023-07,26,8,18,10,4,6,,,
96d268e1365d,2023,7,2023-07,3,2,1,0,0,0,,,
98a54145d3e7,2023,7,2023-07,69,17,52,31,7,24,,,
99338fc933cc,2023,7,2023-07,20,0,20,12,0,12,,,
9eca662f8f47,2023,7,2023-07,4,1,3,1,1,0,,,
a6a7208fd3f4,2023,7,2023-07,616,4,612,301,1,300,,,
ae9b7dc84b5b,2023,7,2023-07,10,1,9,3,0,3,,,
aeddc24c1190,2023,7,2023-07,28,9,19,15,6,9,,,
b1e167fbff42,2023,7,2023-07,21,154,-133,1,82,-81,,,
b2f6e47b81cb,2023,7,2023-07,23,7,16,6,3,3,,,
b3e5b6d9743c,2023,7,2023-07,1,0,1,0,0,0,,,
b457a205b2db,2023,7,2023-07,173,9,164,75,7,68,,,
b45b29af5af0,2023,7,2023-07,38,5,33,15,4,11,,,
b592fd3fc0e1,2023,7,2023-07,13,4,9,5,2,3,,,
b5df25113838,2023,7,2023-07,2,0,2,2,0,2,,,
b7e0c83667c9,2023,7,2023-07,1000,149,851,446,78,368,,,
b8507d45eef1,2023,7,2023-07,7,1,6,4,1,3,,,
b8fc7f696ae9,2023,7,2023-07,38,10,28,26,8,18,,,
ba90b894633f,2023,7,2023-07,294,12,282,137,6,131,,,
bbb5afc30c79,2023,7,2023-07,1,0,1,0,0,0,,,
bc1a17c1248f,2023,7,2023-07,465,15,450,284,7,277,,,
bc1ea6ca3c6a,2023,7,2023-07,12,0,12,4,0,4,,,
bc59d841db87,2023,7,2023-07,155,35,120,77,21,56,,,
bccc2904a7fa,2023,7,2023-07,11,7,4,5,4,1,,,
bf485a0eb5f7,2023,7,2023-07,43,16,27,9,4,5,,,
bfaf81efc107,2023,7,2023-07,310,4,306,236,2,234,,,
c11dcc80c37f,2023,7,2023-07,6,0,6,1,0,1,,,
c554bd8a6a19,2023,7,2023-07,27,3,24,8,1,7,,,
c6a12cbaa038,2023,7,2023-07,160,58,102,63,29,34,,,
c969f9a26374,2023,7,2023-07,0,0,0,0,0,0,,,
ca00f0c75af7,2023,7,2023-07,9,0,9,1,0,1,,,
cb8d227aa93a,2023,7,2023-07,7,0,7,2,0,2,,,
ce1dd3176598,2023,7,2023-07,15,8,7,7,3,4,,,
cfa6bed16d44,2023,7,2023-07,109,5,104,48,3,45,,,
d065c48d9192,2023,7,2023-07,7,2,5,0,0,0,,,
d0e44029e9c5,2023,7,2023-07,32,0,32,15,0,15,,,
d15dc615586f,2023,7,2023-07,112,4,108,38,4,34,,,
d31016e176c7,2023,7,2023-07,4,3,1,2,2,0,,,
d51fefd9b267,2023,7,2023-07,9,3,6,6,2,4,,,
d61614458017,2023,7,2023-07,81,2,79,47,1,46,,,
d77a6f23b094,2023,7,2023-07,100,49,51,31,20,11,,,
dc4ef42135c2,2023,7,2023-07,3,1,2,0,0,0,,,
dd8352c4189f,2023,7,2023-07,43,0,43,26,0,26,,,
de661fb0ea88,2023,7,2023-07,51,11,40,24,5,19,,,
e0d9e883a559,2023,7,2023-07,150,7,143,52,2,50,,,
e14b05bdfa9d,2023,7,2023-07,21,1,20,9,1,8,,,
e39ca822908a,2023,7,2023-07,174,14,160,124,9,115,,,
e44741a2f107,2023,7,2023-07,36,4,32,14,1,13,,,
e4fa684393ed,2023,7,2023-07,33,10,23,22,7,15,,,
e586463abfb5,2023,7,2023-07,23,6,17,13,3,10,,,
e9a8b6a06ea2,2023,7,2023-07,26,3,23,12,0,12,,,
ea420e1b49f7,2023,7,2023-07,7,2,5,3,1,2,,,
ead0ae328d21,2023,7,2023-07,40,28,12,18,12,6,,,
ed5ed35f99ce,2023,7,2023-07,874,108,766,331,73,258,,,
ee9197913392,2023,7,2023-07,6,3,3,2,1,1,,,
ef764add4c0e,2023,7,2023-07,52,13,39,22,6,16,,,
f02fbec4f481,2023,7,2023-07,35,8,27,19,2,17,,,
f1a69146228b,2023,7,2023-07,2,0,2,0,0,0,,,
f34bc60aec7c,2023,7,2023-07,165,74,91,81,43,38,,,
f4f23685f887,2023,7,2023-07,61,16,45,26,11,15,,,
f541efadcdae,2023,7,2023-07,14,7,7,7,4,3,,,
f6d4859a6d6d,2023,7,2023-07,0,0,0,0,0,0,,,
ff717dccbba9,2023,7,2023-07,53,19,34,19,7,12,,,
ffae803a2cfd,2023,7,2023-07,41,18,23,21,12,9,,,
ffddb853467b,2023,7,2023-07,3,2,1,1,1,0,,,
1098430b01a7,2023,8,2023-08,1,0,1,1,0,1,,,
1120ee3cdccd,2023,8,2023-08,4,2,2,4,2,2,,,
13a9bde3aa9d,2023,8,2023-08,238,52,186,118,38,80,,,
1.52648E+11,2023,8,2023-08,1600,209,1391,657,131,526,,,
1556c4b4064d,2023,8,2023-08,40,11,29,12,5,7,,,
16ec32e15f7b,2023,8,2023-08,32,12,20,15,8,7,,,
17816a2fa9fc,2023,8,2023-08,46,5,41,9,2,7,,,
1796c062cddf,2023,8,2023-08,209,21,188,133,8,125,,,
18279b279ea5,2023,8,2023-08,37,9,28,19,6,13,,,
18722f19f60a,2023,8,2023-08,351,6,345,199,3,196,,,
1b21e4cc6cc2,2023,8,2023-08,187,12,175,85,7,78,,,
1be2864c1afa,2023,8,2023-08,10,2,8,4,0,4,,,
1c04c1b548f7,2023,8,2023-08,36,14,22,16,5,11,,,
1cbfeb653d25,2023,8,2023-08,9,3,6,5,2,3,,,
1d2173dd33e7,2023,8,2023-08,300,8,292,158,6,152,,,
1f9ed1b316f0,2023,8,2023-08,925,21,904,461,11,450,,,
1ff94afe7081,2023,8,2023-08,137,4,133,74,2,72,,,
207f804069e3,2023,8,2023-08,99,4,95,50,3,47,,,
20cad3195595,2023,8,2023-08,124,11,113,82,8,74,,,
23223b1cd512,2023,8,2023-08,3,0,3,0,0,0,,,
2847e90cf9ef,2023,8,2023-08,41,20,21,11,7,4,,,
2906ebd9e17f,2023,8,2023-08,213,89,124,130,56,74,,,
2ac15e022bc2,2023,8,2023-08,317,32,285,162,18,144,,,
2cc41a12e025,2023,8,2023-08,166,45,121,74,21,53,,,
347b3a32d5f2,2023,8,2023-08,2,0,2,0,0,0,,,
35b707dc4a33,2023,8,2023-08,16,1,15,7,0,7,,,
361020d400c3,2023,8,2023-08,9,0,9,2,0,2,,,
367cb1505697,2023,8,2023-08,488,34,454,264,16,248,,,
368b599ad751,2023,8,2023-08,34,8,26,16,6,10,,,
373c4c0fbfe3,2023,8,2023-08,267,105,162,114,57,57,,,
38bf549fd838,2023,8,2023-08,34,5,29,22,3,19,,,
3a6107f7b24d,2023,8,2023-08,29,12,17,23,10,13,,,
3c581b8f833d,2023,8,2023-08,2,2,0,1,1,0,,,
3c8cd4c2b821,2023,8,2023-08,17,1,16,10,1,9,,,
3d1e4975fe13,2023,8,2023-08,312,26,286,140,12,128,,,
3f3573c08d01,2023,8,2023-08,315,76,239,175,52,123,,,
3fb649e1e310,2023,8,2023-08,347,14,333,104,9,95,,,
3fd1911b2b9e,2023,8,2023-08,90,7,83,44,4,40,,,
41985659b96e,2023,8,2023-08,173,5,168,76,4,72,,,
44c265a04fd1,2023,8,2023-08,2,0,2,2,0,2,,,
45d5f933df3d,2023,8,2023-08,5,1,4,0,0,0,,,
4758ad631fb4,2023,8,2023-08,152,5,147,100,2,98,,,
4816aa95d0f1,2023,8,2023-08,103,50,53,38,20,18,,,
485f7e9ca45b,2023,8,2023-08,2,0,2,0,0,0,,,
488eb7b8491a,2023,8,2023-08,41,10,31,25,4,21,,,
48de733292b4,2023,8,2023-08,137,8,129,95,7,88,,,
4982de3be327,2023,8,2023-08,487,51,436,243,23,220,,,
4acf361e5b32,2023,8,2023-08,526,9,517,180,5,175,,,
4c5865c11ac7,2023,8,2023-08,164,6,158,89,4,85,,,
4cc3fd5064f0,2023,8,2023-08,844,17,827,598,11,587,,,
4ce160106ee4,2023,8,2023-08,8,0,8,7,0,7,,,
4d12cd266da5,2023,8,2023-08,139,7,132,70,4,66,,,
4d1cb32385fb,2023,8,2023-08,141,21,120,56,9,47,,,
4d4d97afba83,2023,8,2023-08,262,13,249,142,6,136,,,
4d64bd75d78d,2023,8,2023-08,6,1,5,3,0,3,,,
4df3b89bec85,2023,8,2023-08,283,21,262,112,14,98,,,
4e8ba5a61e10,2023,8,2023-08,50,7,43,13,3,10,,,
4f790504ae2e,2023,8,2023-08,252,82,170,120,41,79,,,
512c9a72b8f7,2023,8,2023-08,9,2,7,5,2,3,,,
5328a98e029e,2023,8,2023-08,358,10,348,188,7,181,,,
564bc425c1db,2023,8,2023-08,2,0,2,0,0,0,,,
593cf3eb62b6,2023,8,2023-08,12,0,12,4,0,4,,,
597a6f6f7764,2023,8,2023-08,75,5,70,23,3,20,,,
59a7b21f1a95,2023,8,2023-08,3,2,1,2,1,1,,,
5a266ee948a9,2023,8,2023-08,18,2,16,10,1,9,,,
5a668c9e943e,2023,8,2023-08,15,2,13,3,1,2,,,
5b2950cb5211,2023,8,2023-08,14,6,8,5,1,4,,,
5d5cbb041757,2023,8,2023-08,6,2,4,1,0,1,,,
5dfaba36528c,2023,8,2023-08,57,32,25,21,10,11,,,
5eabb018f961,2023,8,2023-08,81,4,77,29,3,26,,,
60fe1073a461,2023,8,2023-08,15,6,9,6,1,5,,,
62ed1bb740e3,2023,8,2023-08,15,10,5,9,7,2,,,
638b391df4f1,2023,8,2023-08,326,42,284,199,27,172,,,
642930d5a512,2023,8,2023-08,80,38,42,46,24,22,,,
653592468c46,2023,8,2023-08,53,4,49,18,0,18,,,
659b3b0ad254,2023,8,2023-08,11,4,7,5,3,2,,,
6625670592a6,2023,8,2023-08,276,2,274,152,2,150,,,
67814092216c,2023,8,2023-08,583,56,527,253,29,224,,,
68174696a4d1,2023,8,2023-08,51,1,50,19,0,19,,,
694a2d7dc0c7,2023,8,2023-08,310,127,183,178,82,96,,,
69ab1859a0e2,2023,8,2023-08,41,27,14,17,9,8,,,
6aa370e692b6,2023,8,2023-08,55,31,24,24,13,11,,,
6d5e95b71703,2023,8,2023-08,170,9,161,84,9,75,,,
6d9dc7825ee4,2023,8,2023-08,1300,205,1095,585,112,473,,,
71c982b4ec2c,2023,8,2023-08,62,16,46,24,9,15,,,
7281312b9137,2023,8,2023-08,169,22,147,70,11,59,,,
72f8c124166b,2023,8,2023-08,21,4,17,9,1,8,,,
7437ff491837,2023,8,2023-08,9,7,2,2,2,0,,,
7455cd03a97c,2023,8,2023-08,0,0,0,0,0,0,,,
7af624109539,2023,8,2023-08,129,7,122,46,3,43,,,
7fdc1bdc6afd,2023,8,2023-08,76,17,59,28,7,21,,,
811dac3b97d3,2023,8,2023-08,181,67,114,90,44,46,,,
827fc83aec7d,2023,8,2023-08,3,2,1,2,2,0,,,
82c5ffc6a8ac,2023,8,2023-08,9,5,4,3,1,2,,,
84177cc2cafd,2023,8,2023-08,98,1,97,55,1,54,,,
89b41e58b206,2023,8,2023-08,4,0,4,0,0,0,,,
8b094203a306,2023,8,2023-08,5,2,3,3,1,2,,,
8feb51af9be8,2023,8,2023-08,314,5,309,198,4,194,,,
9154e26fc5ff,2023,8,2023-08,130,12,118,75,10,65,,,
9528b83b4488,2023,8,2023-08,26,6,20,9,2,7,,,
96d268e1365d,2023,8,2023-08,239,35,204,104,19,85,,,
9883249fd353,2023,8,2023-08,244,92,152,93,36,57,,,
98a54145d3e7,2023,8,2023-08,10,3,7,4,1,3,,,
99338fc933cc,2023,8,2023-08,66,5,61,25,3,22,,,
9940bf15f2c6,2023,8,2023-08,477,205,272,253,142,111,,,
9eca662f8f47,2023,8,2023-08,10,2,8,5,2,3,,,
a6a7208fd3f4,2023,8,2023-08,856,18,838,323,11,312,,,
ac6e1cc0fc32,2023,8,2023-08,24,12,12,12,7,5,,,
ae9b7dc84b5b,2023,8,2023-08,33,10,23,22,7,15,,,
aeddc24c1190,2023,8,2023-08,15,4,11,7,4,3,,,
b1e167fbff42,2023,8,2023-08,290,70,220,90,21,69,,,
b2f6e47b81cb,2023,8,2023-08,24,7,17,13,4,9,,,
b3e5b6d9743c,2023,8,2023-08,5,2,3,5,2,3,,,
b3f45d91d2a9,2023,8,2023-08,127,57,70,50,26,24,,,
b457a205b2db,2023,8,2023-08,282,84,198,158,46,112,,,
b45b29af5af0,2023,8,2023-08,35,6,29,23,5,18,,,
b4ad2a4f6b37,2023,8,2023-08,126,24,102,65,11,54,,,
b5625e752c06,2023,8,2023-08,85,26,59,33,12,21,,,
b592fd3fc0e1,2023,8,2023-08,11,5,6,5,3,2,,,
b5d8be24eefa,2023,8,2023-08,110,48,62,49,21,28,,,
b5df25113838,2023,8,2023-08,2,0,2,1,0,1,,,
b7e0c83667c9,2023,8,2023-08,695,128,567,257,67,190,,,
b8507d45eef1,2023,8,2023-08,20,1,19,10,0,10,,,
b8fc7f696ae9,2023,8,2023-08,60,33,27,30,7,23,,,
ba90b894633f,2023,8,2023-08,220,24,196,123,18,105,,,
bac7287c2c71,2023,8,2023-08,177,40,137,84,19,65,,,
bbb5afc30c79,2023,8,2023-08,1,0,1,0,0,0,,,
bc1a17c1248f,2023,8,2023-08,295,11,284,177,6,171,,,
bc1ea6ca3c6a,2023,8,2023-08,65,2,63,34,2,32,,,
bc59d841db87,2023,8,2023-08,42,24,18,18,10,8,,,
bccc2904a7fa,2023,8,2023-08,13,3,10,6,1,5,,,
bf485a0eb5f7,2023,8,2023-08,21,9,12,15,5,10,,,
bfaf81efc107,2023,8,2023-08,226,4,222,158,3,155,,,
c11dcc80c37f,2023,8,2023-08,12,1,11,7,0,7,,,
c2fee459f717,2023,8,2023-08,1100,212,888,532,135,397,,,
c554bd8a6a19,2023,8,2023-08,10,2,8,5,1,4,,,
c6a12cbaa038,2023,8,2023-08,123,53,70,54,27,27,,,
c969f9a26374,2023,8,2023-08,0,0,0,0,0,0,,,
c9c1e7436a0a,2023,8,2023-08,30,15,15,15,9,6,,,
ca00f0c75af7,2023,8,2023-08,6,1,5,4,1,3,,,
cb8d227aa93a,2023,8,2023-08,17,5,12,11,3,8,,,
ce1dd3176598,2023,8,2023-08,25,7,18,16,6,10,,,
cfa6bed16d44,2023,8,2023-08,163,4,159,55,3,52,,,
d065c48d9192,2023,8,2023-08,3,0,3,1,0,1,,,
d0e44029e9c5,2023,8,2023-08,10,2,8,4,1,3,,,
d15dc615586f,2023,8,2023-08,130,7,123,33,4,29,,,
